TRUE
CLIPS> (facts)
f-0     (initial-fact)
f-73    (cell (x 6) (y 7) (content water) (status none))
f-74    (cell (x 6) (y 8) (content water) (status none))
f-75    (cell (x 6) (y 9) (content water) (status none))
f-77    (cell (x 7) (y 1) (content water) (status none))
f-78    (cell (x 7) (y 2) (content water) (status none))
f-79    (cell (x 7) (y 3) (content water) (status none))
f-80    (cell (x 7) (y 4) (content water) (status none))
f-81    (cell (x 7) (y 5) (content water) (status none))
f-82    (cell (x 7) (y 6) (content water) (status none))
f-83    (cell (x 7) (y 7) (content water) (status none))
f-84    (cell (x 7) (y 8) (content water) (status none))
f-85    (cell (x 7) (y 9) (content water) (status none))
f-86    (cell (x 8) (y 0) (content water) (status none))
f-87    (cell (x 8) (y 1) (content water) (status none))
f-89    (cell (x 8) (y 3) (content water) (status none))
f-90    (cell (x 8) (y 4) (content water) (status none))
f-91    (cell (x 8) (y 5) (content water) (status none))
f-92    (cell (x 8) (y 6) (content water) (status none))
f-93    (cell (x 8) (y 7) (content water) (status none))
f-94    (cell (x 8) (y 8) (content water) (status none))
f-96    (cell (x 9) (y 0) (content water) (status none))
f-97    (cell (x 9) (y 1) (content water) (status none))
f-98    (cell (x 9) (y 2) (content water) (status none))
f-99    (cell (x 9) (y 3) (content water) (status none))
f-100   (cell (x 9) (y 4) (content water) (status none))
f-104   (cell (x 9) (y 8) (content water) (status none))
f-105   (cell (x 9) (y 9) (content water) (status none))
f-109   (boat-hor (name sub4) (x 3) (ys 7) (size 1) (status safe))
f-116   (k-cell (x 0) (y 9) (content right))
f-117   (k-cell (x 1) (y 2) (content left))
f-118   (k-cell (x 1) (y 7) (content water))
f-119   (k-cell (x 3) (y 1) (content water))
f-120   (k-cell (x 3) (y 3) (content water))
f-121   (k-cell (x 3) (y 6) (content water))
f-122   (k-cell (x 5) (y 9) (content bot))
f-123   (k-cell (x 6) (y 1) (content water))
f-124   (k-cell (x 6) (y 7) (content water))
f-125   (k-cell (x 7) (y 0) (content bot))
f-126   (k-cell (x 7) (y 3) (content water))
f-127   (k-cell (x 8) (y 6) (content water))
f-128   (k-cell (x 9) (y 6) (content middle))
f-129   (k-per-row (row 0) (num 3))
f-130   (k-per-row (row 1) (num 4))
f-131   (k-per-row (row 2) (num 0))
f-132   (k-per-row (row 3) (num 1))
f-133   (k-per-row (row 4) (num 1))
f-134   (k-per-row (row 5) (num 4))
f-135   (k-per-row (row 6) (num 1))
f-136   (k-per-row (row 7) (num 1))
f-137   (k-per-row (row 8) (num 2))
f-138   (k-per-row (row 9) (num 3))
f-139   (k-per-col (col 0) (num 4))
f-140   (k-per-col (col 1) (num 0))
f-141   (k-per-col (col 2) (num 2))
f-142   (k-per-col (col 3) (num 1))
f-143   (k-per-col (col 4) (num 2))
f-144   (k-per-col (col 5) (num 3))
f-145   (k-per-col (col 6) (num 1))
f-146   (k-per-col (col 7) (num 2))
f-147   (k-per-col (col 8) (num 1))
f-148   (k-per-col (col 9) (num 4))
f-149   (fire 9 6)
f-151   (resetted 9 6)
f-152   (cell (x 9) (y 6) (content hit-boat) (status fired))
f-154   (fire 0 9)
f-156   (resetted 0 9)
f-157   (cell (x 0) (y 9) (content hit-boat) (status fired))
f-159   (fire 1 2)
f-161   (resetted 1 2)
f-162   (cell (x 1) (y 2) (content hit-boat) (status fired))
f-164   (fire 5 9)
f-166   (resetted 5 9)
f-167   (cell (x 5) (y 9) (content hit-boat) (status fired))
f-169   (fire 7 0)
f-171   (resetted 7 0)
f-172   (cell (x 7) (y 0) (content hit-boat) (status fired))
f-175   (considered 7 0)
f-177   (considered 5 9)
f-179   (considered 1 2)
f-181   (considered 0 9)
f-183   (considered 9 6)
f-314   (k-cell (x 1) (y 9) (content water))
f-320   (k-cell (x 1) (y 8) (content water))
f-330   (k-cell (x 9) (y 8) (content water))
f-334   (k-cell (x 8) (y 8) (content water))
f-338   (k-cell (x 7) (y 8) (content water))
f-342   (k-cell (x 6) (y 8) (content water))
f-346   (k-cell (x 5) (y 8) (content water))
f-350   (k-cell (x 4) (y 8) (content water))
f-354   (k-cell (x 3) (y 8) (content water))
f-358   (k-cell (x 2) (y 8) (content water))
f-363   (k-cell (x 2) (y 9) (content water))
f-367   (k-cell (x 2) (y 7) (content water))
f-371   (k-cell (x 2) (y 6) (content water))
f-380   (k-cell (x 7) (y 6) (content water))
f-384   (k-cell (x 6) (y 6) (content water))
f-388   (k-cell (x 5) (y 6) (content water))
f-392   (k-cell (x 4) (y 6) (content water))
f-399   (k-cell (x 1) (y 6) (content water))
f-403   (k-cell (x 0) (y 6) (content water))
f-408   (k-cell (x 8) (y 7) (content water))
f-412   (k-cell (x 8) (y 5) (content water))
f-423   (k-cell (x 9) (y 9) (content water))
f-427   (k-cell (x 9) (y 4) (content water))
f-431   (k-cell (x 9) (y 3) (content water))
f-435   (k-cell (x 9) (y 2) (content water))
f-439   (k-cell (x 9) (y 1) (content water))
f-443   (k-cell (x 8) (y 1) (content water))
f-447   (k-cell (x 7) (y 1) (content water))
f-454   (k-cell (x 5) (y 1) (content water))
f-458   (k-cell (x 4) (y 1) (content water))
f-465   (k-cell (x 2) (y 1) (content water))
f-469   (k-cell (x 1) (y 1) (content water))
f-473   (k-cell (x 0) (y 1) (content water))
f-477   (k-cell (x 2) (y 5) (content water))
f-481   (k-cell (x 2) (y 4) (content water))
f-485   (k-cell (x 2) (y 3) (content water))
f-489   (k-cell (x 2) (y 2) (content water))
f-493   (k-cell (x 2) (y 0) (content water))
f-499   (k-cell (x 7) (y 9) (content water))
f-503   (k-cell (x 7) (y 7) (content water))
f-507   (k-cell (x 7) (y 5) (content water))
f-511   (k-cell (x 7) (y 4) (content water))
f-518   (k-cell (x 7) (y 2) (content water))
f-523   (k-cell (x 8) (y 0) (content water))
f-530   (k-cell (x 6) (y 9) (content water))
f-537   (k-cell (x 6) (y 5) (content water))
f-541   (k-cell (x 6) (y 4) (content water))
f-545   (k-cell (x 6) (y 3) (content water))
f-549   (k-cell (x 6) (y 2) (content water))
f-554   (k-cell (x 9) (y 0) (content water))
f-560   (k-cell (x 8) (y 4) (content water))
f-566   (k-cell (x 0) (y 3) (content water))
f-570   (k-cell (x 0) (y 2) (content water))
f-574   (k-cell (x 0) (y 4) (content water))
f-581   (k-cell (x 8) (y 3) (content water))
f-585   (k-cell (x 5) (y 3) (content water))
f-589   (k-cell (x 4) (y 3) (content water))
f-603   (k-cell (x 5) (y 2) (content water))
f-607   (k-cell (x 4) (y 2) (content water))
f-611   (k-cell (x 3) (y 2) (content water))
f-619   (k-cell (x 3) (y 9) (content water))
f-626   (k-cell (x 4) (y 7) (content water))
f-630   (k-cell (x 4) (y 5) (content water))
f-634   (k-cell (x 4) (y 4) (content water))
f-638   (k-cell (x 4) (y 0) (content water))
f-656   (exec (step 0) (action fire) (x 5) (y 9))
f-689   (exec (step 1) (action fire) (x 4) (y 9))
f-691   (fire 4 9)
f-694   (k-cell (x 4) (y 9) (content top))
f-695   (resetted 4 9)
f-696   (cell (x 4) (y 9) (content hit-boat) (status fired))
f-698   (boat-ver (name nav5) (xs 4 5) (y 9) (size 2) (status hit hit))
f-699   (considered 4 9)
f-730   (exec (step 2) (action fire) (x 1) (y 2))
f-763   (exec (step 3) (action fire) (x 8) (y 2))
f-765   (fire 8 2)
f-768   (k-cell (x 8) (y 2) (content sub))
f-769   (resetted 8 2)
f-770   (cell (x 8) (y 2) (content hit-boat) (status fired))
f-772   (boat-hor (name sub8) (x 8) (ys 2) (size 1) (status hit))
f-773   (considered 8 2)
f-777   (k-cell (x 8) (y 2) (content water))
f-809   (exec (step 4) (action fire) (x 8) (y 9))
f-811   (fire 8 9)
f-814   (k-cell (x 8) (y 9) (content sub))
f-815   (resetted 8 9)
f-816   (cell (x 8) (y 9) (content hit-boat) (status fired))
f-818   (boat-hor (name sub9) (x 8) (ys 9) (size 1) (status hit))
f-819   (considered 8 9)
f-823   (k-cell (x 8) (y 9) (content water))
f-856   (exec (step 5) (action guess) (x 1) (y 3))
f-857   (guess 1 3)
f-861   (exec (step 6) (action guess) (x 0) (y 9))
f-862   (guess 0 9)
f-866   (exec (step 7) (action guess) (x 9) (y 7))
f-867   (guess 9 7)
f-871   (exec (step 8) (action guess) (x 9) (y 5))
f-872   (guess 9 5)
f-876   (exec (step 9) (action guess) (x 6) (y 0))
f-877   (guess 6 0)
f-881   (exec (step 10) (action guess) (x 7) (y 0))
f-882   (guess 7 0)
f-886   (exec (step 11) (action guess) (x 9) (y 6))
f-887   (guess 9 6)
f-891   (exec (step 12) (action guess) (x 0) (y 8))
f-892   (guess 0 8)
f-896   (exec (step 13) (action guess) (x 5) (y 4))
f-897   (guess 5 4)
f-901   (exec (step 14) (action guess) (x 1) (y 4))
f-902   (guess 1 4)
f-906   (exec (step 15) (action guess) (x 5) (y 0))
f-907   (guess 5 0)
f-911   (exec (step 16) (action guess) (x 5) (y 5))
f-912   (guess 5 5)
f-916   (exec (step 17) (action guess) (x 1) (y 0))
f-917   (guess 1 0)
f-921   (exec (step 18) (action guess) (x 1) (y 5))
f-922   (guess 1 5)
f-926   (exec (step 19) (action guess) (x 5) (y 7))
f-927   (guess 5 7)
f-931   (exec (step 20) (action guess) (x 3) (y 4))
f-932   (guess 3 4)
f-936   (exec (step 21) (action guess) (x 0) (y 0))
f-937   (guess 0 0)
f-941   (exec (step 22) (action guess) (x 0) (y 5))
f-942   (guess 0 5)
f-946   (exec (step 23) (action guess) (x 3) (y 0))
f-947   (guess 3 0)
f-951   (exec (step 24) (action guess) (x 3) (y 5))
f-952   (guess 3 5)
f-954   (moves (fires 0) (guesses 0))
f-955   (exec (step 25) (action solve) (x nil) (y nil))
f-956   (solve)
f-957   (status (step 26) (currently stopped))
f-959   (cell (x 3) (y 5) (content water) (status missed))
f-961   (cell (x 1) (y 3) (content hit-boat) (status guessed))
f-963   (considered 1 3)
f-965   (cell (x 9) (y 7) (content hit-boat) (status guessed))
f-967   (considered 9 7)
f-969   (cell (x 9) (y 5) (content hit-boat) (status guessed))
f-970   (boat-hor (name nav10) (x 9) (ys 5 6 7) (size 3) (status hit hit hit))
f-971   (considered 9 5)
f-974   (sink-checked nav10)
f-976   (cell (x 6) (y 0) (content hit-boat) (status guessed))
f-978   (considered 6 0)
f-980   (cell (x 0) (y 8) (content hit-boat) (status guessed))
f-981   (boat-hor (name nav2) (x 0) (ys 8 9) (size 2) (status hit hit))
f-982   (considered 0 8)
f-985   (sink-checked nav2)
f-987   (cell (x 5) (y 4) (content hit-boat) (status guessed))
f-989   (considered 5 4)
f-991   (cell (x 1) (y 4) (content hit-boat) (status guessed))
f-993   (considered 1 4)
f-995   (cell (x 5) (y 0) (content hit-boat) (status guessed))
f-996   (boat-ver (name nav6) (xs 5 6 7) (y 0) (size 3) (status hit hit hit))
f-997   (considered 5 0)
f-1000  (sink-checked nav6)
f-1002  (cell (x 5) (y 5) (content hit-boat) (status guessed))
f-1003  (boat-hor (name nav7) (x 5) (ys 4 5) (size 2) (status hit hit))
f-1004  (considered 5 5)
f-1007  (sink-checked nav7)
f-1009  (cell (x 1) (y 5) (content hit-boat) (status guessed))
f-1010  (boat-hor (name nav3) (x 1) (ys 2 3 4 5) (size 4) (status hit hit hit hit))
f-1011  (considered 1 5)
f-1014  (sink-checked nav3)
f-1016  (cell (x 0) (y 0) (content hit-boat) (status guessed))
f-1017  (boat-hor (name sub1) (x 0) (ys 0) (size 1) (status hit))
f-1018  (considered 0 0)
f-1021  (sink-checked sub1)
f-1023  (cell (x 1) (y 0) (content water) (status missed))
f-1025  (cell (x 5) (y 7) (content water) (status missed))
f-1027  (cell (x 3) (y 4) (content water) (status missed))
f-1029  (cell (x 0) (y 5) (content water) (status missed))
f-1031  (cell (x 3) (y 0) (content water) (status missed))
f-1033  (cell (x 3) (y 7) (content boat) (status missed))
f-1035  (sink-checked nav5)
f-1037  (sink-checked sub8)
f-1038  (statistics (num_fire_ok 3) (num_fire_ko 0) (num_guess_ok 11) (num_guess_ko 6) (num_safe 1) (num_sink 9))
f-1039  (sink-checked sub9)
f-1040  (sink-boat nav3)
f-1041  (sink-boat nav7)
f-1042  (sink-boat nav6)
f-1043  (sink-boat nav2)
f-1044  (sink-boat nav10)
For a total of 314 facts.
CLIPS> (close)
FALSE
CLIPS> (dribble-off)
